s,a,r,sp
23193,1,-225,23192
23192,5,-25,23691
23691,2,-100,23189
23189,7,-225,23689
23689,4,0,24188
24188,4,0,24187
24187,3,-25,24187
24187,6,-100,24687
24687,4,0,24687
24687,3,-25,24687
24687,6,-100,25187
25187,1,-225,25187
25187,4,0,25688
25688,3,-25,25688
25688,2,-100,25189
25189,6,-100,25689
25689,1,-225,25690
25690,5,-25,26190
26190,1,-225,25691
25691,6,-100,26192
26192,3,-25,26193
26193,4,0,26694
26694,5,-25,26695
26695,4,0,26697
26697,6,-100,27198
27198,1,-225,27200
27200,1,-225,26701
26701,2,-100,26202
26202,5,-25,26703
26703,1,-225,26204
26204,5,-25,26705
26705,2,-100,26206
26206,6,-100,26707
26707,6,-100,26709
26709,5,-25,26710
26710,3,-25,26711
26711,4,0,26712
26712,2,-100,26213
26213,5,-25,26214
26214,4,0,26215
26215,6,-100,26216
26216,3,-25,26217
26217,3,-25,25717
25717,2,-100,25218
25218,3,-25,25218
25218,3,-25,24718
24718,7,-225,25218
25218,2,-100,24717
24717,2,-100,24217
24217,3,-25,23716
23716,6,-100,24215
24215,7,-225,24215
24215,3,-25,23714
23714,5,-25,24213
24213,7,-225,24213
24213,5,-25,24212
24212,1,-225,23712
23712,6,-100,24211
24211,1,-225,23710
23710,1,-225,23209
23209,4,0,23208
23208,6,-100,23707
23707,3,-25,23206
23206,7,-225,23705
23705,7,-225,24204
24204,4,0,24204
24204,7,-225,24203
24203,5,-25,24703
24703,2,-100,24203
24203,3,-25,24202
24202,5,-25,24202
24202,4,0,24201
24201,3,-25,24201
24201,2,-100,23700
23700,2,-100,23699
23699,7,-225,24198
24198,3,-25,24198
24198,4,0,24197
24197,1,-225,23696
23696,2,-100,23695
23695,5,-25,23694
23694,2,-100,23694
23694,1,-225,23693
23693,5,-25,23692
23692,7,-225,24191
24191,3,-25,24191
24191,6,-100,24690
24690,1,-225,24690
24690,4,0,24690
24690,7,-225,25190
25190,5,-25,25190
25190,3,-25,25191
25191,2,-100,25191
25191,4,0,25191
25191,2,-100,25191
25191,7,-225,25692
25692,5,-25,26193
26193,1,-225,25693
25693,3,-25,25694
25694,3,-25,25694
25694,2,-100,25695
25695,7,-225,26196
26196,4,0,26196
26196,3,-25,26197
26197,4,0,26198
26198,2,-100,25699
25699,3,-25,25699
25699,5,-25,26200
26200,5,-25,26201
26201,4,0,26202
26202,5,-25,26203
26203,4,0,26204
26204,6,-100,26705
26705,5,-25,26706
26706,6,-100,27208
27208,3,-25,27209
27209,3,-25,26711
26711,3,-25,26712
26712,2,-100,26213
26213,3,-25,26213
26213,6,-100,26214
26214,7,-225,26215
26215,3,-25,26216
26216,2,-100,25717
25717,1,-225,25217
25217,3,-25,25217
25217,6,-100,25217
25217,5,-25,25217
25217,2,-100,24717
24717,5,-25,24717
24717,7,-225,25217
25217,6,-100,25217
25217,5,-25,25217
25217,1,-225,24717
24717,1,-225,24217
24217,6,-100,24716
24716,5,-25,24716
24716,2,-100,24215
24215,5,-25,24215
24215,5,-25,24214
24214,6,-100,24214
24214,7,-225,24714
24714,3,-25,24213
24213,4,0,24213
24213,1,-225,23712
23712,1,-225,23711
23711,6,-100,23710
23710,4,0,23709
23709,5,-25,23708
23708,7,-225,24208
24208,2,-100,23707
23707,2,-100,23206
23206,7,-225,23705
23705,5,-25,23704
23704,5,-25,24203
24203,4,0,24203
24203,4,0,24202
24202,2,-100,23701
23701,7,-225,24201
24201,2,-100,23700
23700,6,-100,24199
24199,7,-225,24699
24699,4,0,24699
24699,7,-225,25199
25199,5,-25,25199
25199,4,0,25199
25199,4,0,25200
25200,3,-25,25200
25200,4,0,25200
25200,7,-225,25701
25701,3,-25,25701
25701,1,-225,25201
25201,5,-25,25702
25702,1,-225,25202
25202,3,-25,25202
25202,2,-100,24702
24702,3,-25,24702
24702,1,-225,24201
24201,6,-100,24701
24701,1,-225,24701
24701,4,0,24700
24700,2,-100,24200
24200,4,0,24200
24200,4,0,24199
24199,5,-25,24699
24699,1,-225,24198
24198,2,-100,24198
24198,1,-225,23697
23697,7,-225,24197
24197,2,-100,24196
24196,4,0,24195
24195,4,0,24195
24195,1,-225,24194
24194,3,-25,24194
24194,1,-225,23693
23693,5,-25,24192
24192,4,0,24192
24192,4,0,24191
24191,3,-25,24191
24191,2,-100,24190
24190,3,-25,24190
24190,4,0,24189
24189,1,-225,24189
24189,7,-225,24688
24688,7,-225,25189
25189,7,-225,25689
25689,3,-25,25690
25690,6,-100,26190
26190,7,-225,26692
26692,4,0,26693
26693,2,-100,26694
26694,1,-225,26195
26195,7,-225,26696
26696,4,0,26698
26698,5,-25,27199
27199,1,-225,26700
26700,5,-25,27202
27202,6,-100,27204
27204,7,-225,27706
27706,2,-100,27207
27207,7,-225,27709
27709,6,-100,27711
27711,3,-25,27713
27713,3,-25,27715
27715,6,-100,27717
27717,7,-225,27719
27719,5,-25,27721
27721,1,-225,27223
27223,6,-100,27724
27724,4,0,27226
27226,6,-100,27228
27228,3,-25,27229
27229,7,-225,27231
27231,2,-100,26232
26232,6,-100,26733
26733,1,-225,25734
25734,5,-25,25734
25734,1,-225,25234
25234,7,-225,25234
25234,6,-100,25234
25234,2,-100,24734
24734,6,-100,24734
24734,4,0,24233
24233,2,-100,23732
23732,5,-25,23731
23731,3,-25,23230
23230,1,-225,22728
22728,5,-25,22226
22226,7,-225,22225
22225,6,-100,22723
22723,2,-100,22221
22221,6,-100,22219
22219,4,0,22217
22217,5,-25,22215
22215,5,-25,22213
22213,7,-225,22211
22211,3,-25,22209
22209,4,0,22207
22207,5,-25,22205
22205,6,-100,22703
22703,4,0,22702
22702,6,-100,22700
22700,5,-25,23199
23199,1,-225,22697
22697,7,-225,23196
23196,4,0,23195
23195,5,-25,23694
23694,3,-25,23693
23693,6,-100,24192
24192,5,-25,24192
24192,4,0,24191
24191,4,0,24691
24691,6,-100,25191
25191,5,-25,25191
25191,1,-225,25192
25192,5,-25,25192
25192,4,0,25692
25692,6,-100,26193
26193,7,-225,26194
26194,5,-25,26695
26695,2,-100,26696
26696,5,-25,26698
26698,5,-25,27199
27199,6,-100,27201
27201,3,-25,27202
27202,4,0,27204
27204,3,-25,27206
27206,4,0,27207
27207,5,-25,27209
27209,1,-225,26710
26710,6,-100,27212
27212,7,-225,27213
27213,7,-225,27715
27715,6,-100,27717
27717,1,-225,27219
27219,4,0,27220
27220,3,-25,26722
26722,3,-25,26723
26723,1,-225,26224
26224,6,-100,26225
26225,4,0,25725
25725,7,-225,26226
26226,5,-25,26227
26227,3,-25,25727
25727,3,-25,25227
25227,4,0,25227
25227,7,-225,25227
25227,4,0,24727
24727,1,-225,24227
24227,5,-25,24226
24226,7,-225,24226
24226,7,-225,24225
24225,4,0,24225
24225,1,-225,23724
23724,5,-25,23723
23723,6,-100,23722
23722,1,-225,23221
23221,6,-100,23220
23220,2,-100,22718
22718,5,-25,22717
22717,5,-25,22715
22715,5,-25,23214
23214,7,-225,23213
23213,1,-225,22711
22711,5,-25,22710
22710,4,0,22708
22708,7,-225,23207
23207,1,-225,22705
22705,1,-225,22203
22203,4,0,22702
22702,5,-25,22700
22700,3,-25,22698
22698,3,-25,22697
22697,2,-100,22195
22195,6,-100,22693
22693,1,-225,22691
22691,5,-25,22690
22690,6,-100,23189
23189,4,0,23187
23187,5,-25,23687
23687,4,0,23686
23686,7,-225,24186
24186,2,-100,24185
24185,4,0,24685
24685,7,-225,25185
25185,1,-225,25185
25185,1,-225,24685
24685,1,-225,24685
24685,1,-225,24685
24685,3,-25,24684
24684,2,-100,24684
24684,3,-25,24684
24684,4,0,24684
24684,1,-225,24684
24684,6,-100,25184
25184,1,-225,25184
25184,3,-25,25185
25185,6,-100,25685
25685,7,-225,26186
26186,2,-100,26187
26187,4,0,26188
26188,1,-225,26189
26189,2,-100,26190
26190,4,0,26191
26191,7,-225,26692
26692,7,-225,27194
27194,4,0,27196
27196,7,-225,27698
27698,1,-225,27699
27699,3,-25,27201
27201,2,-100,27203
27203,7,-225,27704
27704,1,-225,27206
27206,4,0,27207
25343,5,-25,25215
25215,4,0,24715
24715,4,0,24715
24715,2,-100,24215
24215,4,0,24214
24214,4,0,24214
24214,2,-100,23713
23713,4,0,23712
23712,4,0,23711
23711,3,-25,23210
23210,2,-100,23208
23208,2,-100,22707
22707,2,-100,22205
22205,2,-100,22203
22203,2,-100,21701
21701,4,0,21698
21698,3,-25,21696
21696,2,-100,21694
21694,2,-100,21191
21191,5,-25,21689
21689,2,-100,21186
21186,3,-25,21684
21684,5,-25,21682
21682,2,-100,21679
21679,4,0,22177
22177,3,-25,22175
22175,4,0,22674
22674,4,0,22672
22672,2,-100,22671
22671,2,-100,22669
22669,4,0,23168
23168,5,-25,23667
23667,3,-25,24166
24166,4,0,24166
24166,3,-25,24666
24666,2,-100,24666
24666,2,-100,24666
24666,5,-25,25166
25166,4,0,25667
25667,4,0,26168
26168,3,-25,26169
26169,5,-25,27170
27170,4,0,27172
27172,4,0,27674
27674,6,-100,28176
28176,5,-25,28679
28679,5,-25,29182
29182,6,-100,29685
29685,6,-100,30189
30189,4,0,30193
30193,6,-100,30697
30697,6,-100,31201
31201,5,-25,31706
31706,5,-25,31711
31711,3,-25,31215
31215,6,-100,31720
31720,3,-25,31224
31224,4,0,31229
31229,6,-100,31233
31233,4,0,30737
30737,3,-25,30241
30241,5,-25,30244
30244,5,-25,29748
29748,4,0,29251
29251,4,0,29254
29254,4,0,28756
28756,6,-100,28259
28259,6,-100,28261
28261,4,0,27763
27763,5,-25,27264
27264,6,-100,26766
26766,6,-100,26767
26767,6,-100,26267
26267,5,-25,25768
25768,3,-25,25268
25268,3,-25,24268
24268,5,-25,23767
23767,2,-100,22765
22765,2,-100,21763
21763,5,-25,21761
21761,2,-100,20758
20758,4,0,20254
20254,3,-25,19750
19750,2,-100,18746
18746,4,0,18241
18241,3,-25,17736
17736,2,-100,17231
17231,2,-100,16725
16725,3,-25,16218
16218,4,0,16212
16212,5,-25,16206
16206,2,-100,15699
15699,2,-100,15693
15693,4,0,15686
15686,5,-25,16180
16180,4,0,16174
16174,2,-100,16168
16168,3,-25,16662
16662,2,-100,16656
16656,3,-25,17150
17150,4,0,17645
17645,5,-25,18140
18140,5,-25,19136
19136,3,-25,19632
19632,4,0,20129
20129,5,-25,21126
21126,5,-25,22124
22124,5,-25,22623
22623,4,0,23622
23622,3,-25,24121
24121,5,-25,25121
25121,4,0,25622
25622,5,-25,26623
26623,3,-25,27125
27125,4,0,28127
28127,5,-25,29130
29130,5,-25,29634
29634,4,0,30638
30638,6,-100,31642
31642,4,0,32147
32147,4,0,32653
32653,4,0,33159
33159,4,0,33665
33665,4,0,34171
34171,6,-100,34678
34678,6,-100,35185
35185,3,-25,35193
35193,6,-100,35700
35700,4,0,35708
35708,3,-25,35716
35716,6,-100,35723
35723,5,-25,35731
35731,6,-100,35739
35739,4,0,35746
35746,4,0,35253
35253,5,-25,34760
34760,5,-25,34267
34267,6,-100,34273
34273,6,-100,33780
33780,5,-25,33285
33285,4,0,32291
32291,5,-25,31795
31795,5,-25,31300
31300,3,-25,30304
30304,6,-100,29807
29807,6,-100,29310
29310,6,-100,28812
28812,6,-100,28314
28314,3,-25,26816
26816,4,0,26317
26317,6,-100,25817
25817,6,-100,24817
24817,3,-25,23816
23816,3,-25,22815
22815,3,-25,21812
21812,3,-25,20809
20809,4,0,19806
19806,5,-25,19302
19302,2,-100,18297
18297,3,-25,17291
17291,4,0,16285
16285,5,-25,15779
15779,3,-25,14771
14771,2,-100,13764
13764,5,-25,13755
13755,4,0,12747
12747,4,0,12738
12738,3,-25,12229
12229,2,-100,11220
11220,5,-25,11210
11210,5,-25,11701
11701,5,-25,11691
11691,3,-25,11682
11682,3,-25,11673
11673,3,-25,12164
12164,3,-25,12155
12155,5,-25,12646
12646,5,-25,13638
13638,5,-25,14631
14631,3,-25,15124
15124,2,-100,15117
15117,4,0,16111
16111,5,-25,17105
17105,5,-25,18101
18101,3,-25,18596
18596,5,-25,19593
19593,2,-100,20590
20590,2,-100,21087
21087,4,0,22085
22085,5,-25,23084
23084,2,-100,23583
23583,4,0,24583
24583,3,-25,25083
25083,5,-25,26084
26084,5,-25,27586
27586,6,-100,28588
28588,6,-100,30092
30092,5,-25,31096
31096,3,-25,31601
31601,3,-25,32106
32106,5,-25,33112
33112,6,-100,34619
34619,4,0,35126
35126,5,-25,36134
36134,4,0,36643
36643,5,-25,37652
37652,6,-100,38661
38661,4,0,38671
38671,5,-25,39181
39181,3,-25,39692
39692,3,-25,39702
39702,5,-25,39712
39712,5,-25,39723
39723,4,0,39733
39733,4,0,39243
39243,5,-25,39253
39253,6,-100,38763
38763,3,-25,38272
38272,3,-25,37281
37281,4,0,36789
36789,6,-100,36297
36297,3,-25,35304
35304,4,0,34311
34311,3,-25,33317
33317,4,0,32322
32322,5,-25,31827
31827,4,0,30831
30831,6,-100,30335
30335,3,-25,29338
29338,3,-25,28340
28340,6,-100,27342
27342,3,-25,26342
26342,3,-25,25343
25343,4,0,24342
24342,5,-25,23841
23841,5,-25,22840
22840,5,-25,21837
21837,4,0,21335
21335,3,-25,19831
19831,3,-25,18827
18827,5,-25,18322
18322,2,-100,16816
16816,3,-25,15810
15810,3,-25,14803
14803,4,0,13795
13795,5,-25,13287
13287,2,-100,12278
12278,4,0,11768
11768,2,-100,10758
10758,5,-25,10248
10248,4,0,9737
9737,2,-100,9226
9226,4,0,8715
8715,2,-100,8703
8703,2,-100,8191
8191,4,0,8180
8180,5,-25,8668
8668,4,0,9157
9157,4,0,9646
9646,4,0,10136
10136,5,-25,11126
11126,2,-100,11617
11617,2,-100,12107
12107,2,-100,12599
12599,4,0,13091
13091,4,0,14083
14083,5,-25,15076
15076,2,-100,15570
15570,4,0,16564
16564,5,-25,18059
18059,4,0,18555
18555,2,-100,19551
19551,2,-100,20048
20048,5,-25,21045
21045,4,0,22043
22043,2,-100,22541
22541,2,-100,23040
23040,4,0,24040
24040,4,0,25040
25040,6,-100,26041
26041,4,0,27042
27042,4,0,28044
28044,3,-25,28547
28547,3,-25,29550
29550,5,-25,30554
30554,6,-100,31559
31559,6,-100,33065
33065,5,-25,34071
34071,3,-25,34578
34578,4,0,35586
35586,6,-100,37094
37094,6,-100,38104
38104,4,0,39114
39114,3,-25,39624
39624,6,-100,40635
40635,4,0,41647
41647,6,-100,42159
42159,5,-25,43172
43172,5,-25,43685
43685,5,-25,43698
43698,5,-25,44212
44212,4,0,44225
44225,4,0,43739
43739,4,0,43252
43252,3,-25,42764
42764,4,0,42276
42276,4,0,41788
41788,3,-25,40799
40799,5,-25,39810
39810,3,-25,38820
38820,6,-100,38329
38329,5,-25,37838
37838,4,0,36846
36846,5,-25,35854
35854,5,-25,35361
35361,6,-100,34868
34868,6,-100,33874
33874,6,-100,33380
33380,6,-100,32885
32885,3,-25,31890
31890,4,0,31394
31394,5,-25,30398
30398,6,-100,29902
29902,3,-25,29405
29405,6,-100,28907
28907,3,-25,27909
27909,6,-100,27911
27911,5,-25,26913
26913,4,0,26414
26414,6,-100,26414
26414,5,-25,25915
25915,4,0,24915
24915,2,-100,23914
23914,2,-100,22912
22912,3,-25,22410
22410,2,-100,21408
21408,4,0,20905
20905,3,-25,19901
19901,4,0,18896
18896,5,-25,18392
18392,2,-100,17386
17386,3,-25,16380
16380,5,-25,15873
15873,4,0,14866
14866,5,-25,13858
13858,3,-25,12850
12850,5,-25,12341
12341,5,-25,11331
11331,2,-100,10320
10320,5,-25,9309
9309,2,-100,8297
8297,3,-25,7285
7285,3,-25,6272
6272,3,-25,5258
5258,3,-25,4744
4744,2,-100,4229
4229,2,-100,3714
3714,3,-25,3198
3198,2,-100,3183
3183,4,0,3168
3168,5,-25,3653
3653,2,-100,4138
4138,2,-100,4123
4123,2,-100,4609
4609,3,-25,5095
5095,5,-25,6082
6082,3,-25,7070
7070,5,-25,8058
8058,2,-100,8547
8547,3,-25,9536
9536,4,0,10526
10526,2,-100,11016
11016,5,-25,12007
12007,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,6,-100,27003
27003,6,-100,28006
28006,6,-100,29009
29009,5,-25,30013
30013,3,-25,30517
30517,3,-25,31521
31521,5,-25,32027
32027,4,0,33033
33033,6,-100,34039
34039,3,-25,35046
35046,6,-100,36054
36054,4,0,37063
37063,6,-100,38573
38573,3,-25,39083
39083,3,-25,40094
40094,4,0,41105
41105,4,0,41617
41617,5,-25,42629
42629,6,-100,43643
43643,4,0,44156
44156,3,-25,44670
44670,3,-25,44684
44684,6,-100,45199
45199,5,-25,45713
45713,5,-25,45728
45728,4,0,45743
45743,6,-100,45257
45257,4,0,44771
44771,6,-100,44785
44785,5,-25,44298
44298,5,-25,43311
43311,6,-100,42824
42824,5,-25,42336
42336,3,-25,40847
40847,4,0,40358
40358,5,-25,39368
39368,5,-25,38877
38877,5,-25,37886
37886,6,-100,37395
37395,6,-100,36903
36903,5,-25,36411
36411,3,-25,35419
35419,3,-25,34926
34926,3,-25,33932
33932,5,-25,33938
33938,3,-25,33444
33444,4,0,32949
32949,3,-25,32454
32454,3,-25,31959
31959,5,99975,31964
25343,3,-25,25189
25189,5,-25,25189
25189,5,-25,25689
25689,5,-25,25690
25690,5,-25,26191
26191,5,-25,26692
26692,5,-25,26693
26693,5,-25,27195
27195,5,-25,27197
27197,5,-25,27699
27699,5,-25,27701
27701,5,-25,28203
28203,5,-25,28205
28205,5,-25,28207
28207,5,-25,28710
28710,5,-25,28713
28713,5,-25,28715
28715,5,-25,28718
28718,5,-25,28720
28720,5,-25,28723
28723,5,-25,28726
28726,5,-25,28728
28728,5,-25,28731
28731,5,-25,28233
28233,5,-25,28236
28236,5,-25,28238
28238,5,-25,27740
27740,5,-25,27742
27742,5,-25,27744
27744,5,-25,27245
27245,5,-25,27247
27247,5,-25,26748
26748,5,-25,26249
26249,5,-25,26250
26250,5,-25,25750
25750,5,-25,25751
25751,5,-25,25251
25251,5,-25,24751
24751,3,-25,24250
24250,3,-25,23749
23749,3,-25,23248
23248,3,-25,22246
22246,3,-25,21744
21744,3,-25,21241
21241,3,-25,20739
20739,3,-25,20235
20235,3,-25,19732
19732,3,-25,19228
19228,3,-25,19223
19223,3,-25,18719
18719,3,-25,18214
18214,3,-25,18209
18209,3,-25,17704
17704,3,-25,17699
17699,3,-25,17694
17694,3,-25,17689
17689,3,-25,17684
17684,3,-25,17679
17679,3,-25,17673
17673,3,-25,17668
17668,3,-25,18164
18164,3,-25,18159
18159,3,-25,18655
18655,3,-25,19151
19151,3,-25,19647
19647,3,-25,19643
19643,3,-25,20140
20140,3,-25,20637
20637,3,-25,21134
21134,3,-25,21632
21632,3,-25,22130
22130,3,-25,22629
22629,3,-25,23628
23628,3,-25,24127
24127,3,-25,24627
24627,3,-25,25127
25127,5,-25,26128
26128,5,-25,26629
26629,5,-25,27631
27631,5,-25,28634
28634,5,-25,29137
29137,5,-25,30141
30141,5,-25,31145
31145,5,-25,31650
31650,5,-25,32655
32655,5,-25,33161
33161,5,-25,33667
33667,5,-25,34174
34174,5,-25,34681
34681,5,-25,35188
35188,5,-25,35695
35695,5,-25,35703
35703,5,-25,35711
35711,5,-25,36218
36218,5,-25,36226
36226,5,-25,36234
36234,5,-25,35742
35742,5,-25,35749
35749,5,-25,35256
35256,5,-25,34763
34763,5,-25,34770
34770,5,-25,34277
34277,5,-25,33783
33783,5,-25,32788
32788,5,-25,32294
32294,5,-25,31798
31798,5,-25,31303
31303,5,-25,30306
30306,5,-25,29810
29810,5,-25,28813
28813,5,-25,28315
28315,5,-25,27817
27817,5,-25,26818
26818,5,-25,26319
26319,5,-25,25319
25319,5,-25,24819
24819,3,-25,23817
23817,3,-25,22316
22316,3,-25,21313
21313,3,-25,20310
20310,3,-25,19306
19306,3,-25,18301
18301,3,-25,17296
17296,3,-25,16290
16290,3,-25,15283
15283,3,-25,14776
14776,3,-25,13768
13768,3,-25,13259
13259,3,-25,12250
12250,3,-25,11741
11741,3,-25,11231
11231,3,-25,10721
10721,3,-25,10211
10211,3,-25,10200
10200,3,-25,10190
10190,3,-25,10179
10179,3,-25,10169
10169,3,-25,10159
10159,3,-25,10649
10649,3,-25,11139
11139,3,-25,11629
11629,3,-25,12120
12120,3,-25,12612
12612,3,-25,13104
13104,3,-25,14096
14096,3,-25,14589
14589,3,-25,15582
15582,3,-25,16076
16076,3,-25,17070
17070,3,-25,17565
17565,3,-25,18561
18561,3,-25,19057
19057,3,-25,20054
20054,3,-25,21051
21051,3,-25,21549
21549,3,-25,22547
22547,3,-25,23046
23046,3,-25,24045
24045,3,-25,24545
24545,3,-25,25545
25545,5,-25,26546
26546,5,-25,27548
27548,5,-25,28551
28551,5,-25,29554
29554,5,-25,30558
30558,5,-25,31563
31563,5,-25,33069
33069,5,-25,34075
34075,5,-25,35082
35082,5,-25,36090
36090,5,-25,37099
37099,5,-25,38109
38109,5,-25,39119
39119,5,-25,40129
40129,5,-25,41141
41141,5,-25,41653
41653,5,-25,42665
42665,5,-25,43178
43178,5,-25,43691
43691,5,-25,43704
43704,5,-25,44218
44218,5,-25,44231
44231,5,-25,43745
43745,5,-25,43758
43758,5,-25,43271
43271,5,-25,42783
42783,5,-25,42295
42295,5,-25,41807
41807,5,-25,40818
40818,5,-25,40329
40329,5,-25,39339
39339,5,-25,38849
38849,5,-25,37858
37858,5,-25,37366
37366,5,-25,36374
36374,5,-25,35882
35882,5,-25,34889
34889,5,-25,34395
34395,5,-25,33902
33902,5,-25,33407
33407,5,-25,32913
32913,5,-25,32418
32418,5,-25,31922
31922,5,-25,31427
31427,5,-25,30931
30931,5,-25,30435
30435,5,-25,30438
30438,5,-25,29942
29942,5,-25,29945
29945,5,-25,29448
29448,5,-25,29451
29451,5,-25,29454
29454,5,-25,28957
28957,5,-25,28959
28959,5,99975,28962
25343,3,-25,25189
25189,4,0,25189
25189,5,-25,25190
25190,4,0,25690
25690,5,-25,25691
25691,5,-25,26192
26192,5,-25,26693
26693,3,-25,26694
26694,4,0,26695
26695,4,0,26696
26696,3,-25,26698
26698,3,-25,26699
26699,3,-25,26700
26700,6,-100,26701
26701,4,0,26702
26702,4,0,26704
26704,3,-25,26705
26705,6,-100,27207
27207,6,-100,27208
27208,4,0,27210
27210,5,-25,27212
27212,4,0,27213
27213,3,-25,27215
27215,5,-25,27216
27216,3,-25,26718
26718,6,-100,27219
27219,5,-25,27221
27221,4,0,26722
26722,3,-25,26723
26723,5,-25,26724
26724,3,-25,26225
26225,6,-100,26226
26226,6,-100,26227
26227,3,-25,25728
25728,5,-25,25728
25728,4,0,25729
25729,5,-25,25729
25729,4,0,25229
25229,6,-100,25230
25230,4,0,25230
25230,5,-25,24730
24730,4,0,24730
24730,3,-25,24229
24229,3,-25,23728
23728,3,-25,23227
23227,4,0,23226
23226,3,-25,22724
22724,2,-100,22223
22223,2,-100,21720
21720,3,-25,21718
21718,3,-25,21215
21215,2,-100,20712
20712,4,0,20709
20709,3,-25,20706
20706,2,-100,20203
20203,4,0,20200
20200,2,-100,19696
19696,4,0,20193
20193,4,0,20189
20189,3,-25,20186
20186,4,0,20183
20183,2,-100,20179
20179,4,0,20676
20676,4,0,20673
20673,4,0,21171
21171,5,-25,21668
21668,4,0,22166
22166,4,0,22665
22665,3,-25,22663
22663,5,-25,23162
23162,3,-25,23661
23661,3,-25,23660
23660,4,0,24160
24160,4,0,24660
24660,5,-25,25160
25160,3,-25,25661
25661,4,0,26161
26161,4,0,26663
26663,4,0,27164
27164,3,-25,27166
27166,6,-100,28168
28168,5,-25,28670
28670,3,-25,28673
28673,5,-25,29176
29176,5,-25,29679
29679,3,-25,29683
29683,3,-25,29686
29686,4,0,30190
30190,4,0,30194
30194,5,-25,30698
30698,4,0,30702
30702,6,-100,30706
30706,4,0,30710
30710,3,-25,30714
30714,6,-100,30718
30718,4,0,30722
30722,4,0,30726
30726,3,-25,30230
30230,3,-25,29733
29733,6,-100,29737
29737,6,-100,29740
29740,3,-25,29243
29243,6,-100,29246
29246,5,-25,28749
28749,6,-100,28752
28752,6,-100,28754
28754,3,-25,27756
27756,3,-25,27258
27258,5,-25,26759
26759,3,-25,26260
26260,5,-25,25761
25761,5,-25,25261
25261,4,0,24761
24761,3,-25,24260
24260,2,-100,23259
23259,3,-25,22758
22758,2,-100,21755
21755,4,0,21253
21253,4,0,20750
20750,5,-25,20246
20246,5,-25,20243
20243,5,-25,19740
19740,4,0,19736
19736,5,-25,19232
19232,2,-100,18727
18727,3,-25,18223
18223,2,-100,17718
17718,4,0,17713
17713,3,-25,17708
17708,2,-100,17202
17202,4,0,17197
17197,3,-25,17191
17191,3,-25,17186
17186,3,-25,17180
17180,4,0,17175
17175,4,0,17670
17670,3,-25,18165
18165,2,-100,18160
18160,3,-25,18155
18155,5,-25,19151
19151,3,-25,19147
19147,5,-25,20144
20144,5,-25,20641
20641,2,-100,21138
21138,2,-100,21636
21636,5,-25,22134
22134,3,-25,22633
22633,5,-25,23632
23632,4,0,24131
24131,4,0,25131
25131,4,0,25632
25632,5,-25,26633
26633,4,0,27135
27135,4,0,28137
28137,4,0,28639
28639,5,-25,29143
29143,3,-25,29646
29646,4,0,30150
30150,6,-100,31154
31154,4,0,31659
31659,3,-25,32164
32164,5,-25,32670
32670,5,-25,33176
33176,6,-100,33682
33682,5,-25,34188
34188,5,-25,34695
34695,6,-100,35202
35202,6,-100,35209
35209,5,-25,35217
35217,4,0,35224
35224,3,-25,34731
34731,4,0,34738
34738,3,-25,34244
34244,5,-25,33751
33751,6,-100,33757
33757,6,-100,33763
33763,3,-25,32768
32768,3,-25,32273
32273,6,-100,31778
31778,3,-25,30782
30782,5,-25,30286
30286,4,0,29789
29789,3,-25,28792
28792,6,-100,28294
28294,5,-25,27796
27796,5,-25,26797
26797,3,-25,25798
25798,6,-100,25298
25298,4,0,24798
24798,4,0,23797
23797,2,-100,22795
22795,3,-25,21793
21793,4,0,20790
20790,4,0,20287
20287,2,-100,19283
19283,2,-100,18278
18278,5,-25,17772
17772,2,-100,16766
16766,2,-100,15760
15760,4,0,15253
15253,2,-100,14245
14245,5,-25,14238
14238,4,0,13730
13730,5,-25,13722
13722,2,-100,13213
13213,3,-25,12705
12705,2,-100,12696
12696,5,-25,12687
12687,2,-100,12679
12679,4,0,12670
12670,3,-25,13162
13162,2,-100,13153
13153,3,-25,13645
13645,5,-25,14138
14138,5,-25,15131
15131,3,-25,15625
15625,2,-100,16118
16118,3,-25,16613
16613,3,-25,17107
17107,4,0,18102
18102,5,-25,19098
19098,5,-25,20095
20095,3,-25,21092
21092,5,-25,22090
22090,5,-25,23089
23089,2,-100,23588
23588,3,-25,24588
24588,5,-25,25588
25588,3,-25,26089
26089,4,0,27091
27091,4,0,28093
28093,5,-25,29096
29096,5,-25,30099
30099,3,-25,30604
30604,6,-100,32109
32109,5,-25,33114
33114,3,-25,33620
33620,4,0,34127
34127,6,-100,35635
35635,6,-100,36143
36143,4,0,37151
37151,6,-100,37660
37660,6,-100,38670
38670,5,-25,39180
39180,3,-25,39190
39190,6,-100,39701
39701,5,-25,39711
39711,6,-100,40222
40222,6,-100,40233
40233,3,-25,39743
39743,3,-25,39253
39253,5,-25,39263
39263,5,-25,38773
38773,4,0,37782
37782,5,-25,37291
37291,3,-25,36299
36299,5,-25,35806
35806,6,-100,35314
35314,6,-100,34820
34820,6,-100,34327
34327,5,-25,33333
33333,4,0,32338
32338,5,-25,31843
31843,4,0,30847
30847,6,-100,30350
30350,5,-25,29353
29353,4,0,28356
28356,4,0,27357
27357,6,-100,26859
26859,3,-25,25859
25859,3,-25,24859
24859,2,-100,23358
23358,5,-25,22856
22856,3,-25,21854
21854,2,-100,20351
20351,5,-25,19847
19847,2,-100,18342
18342,3,-25,17337
